fips_code,median_household_income
45031,34103
45033,29205
45035,53924
45037,42065
45039,34007
45041,40577
45043,40962
45045,47044
45047,37187
45049,32934
45051,40249
45053,35692
45055,46019
45057,43479
45059,36483
45061,30053
45063,52249
45065,39413
45067,29140
45069,28927
45071,38808
45073,42062
45075,33796
45077,39823
45079,47606
45081,41552
45083,41327
45085,39014
45087,32717
45089,28121
45091,51427
46003,46581
46005,46072
46007,33784
46009,41217
46011,49554
46013,52239
46015,47417
46017,25179
46019,41328
46021,46053
46023,37422
46025,47901
46027,38484
46029,47400
46031,31312
46033,49902
46035,48941
46037,41634
46039,48946
46041,33976
46043,49476
46045,55098
46047,38397
46049,46371
46051,47740
46053,35483
46055,44826
46057,52404
46059,50424
46061,60052
46063,48342
46065,55273
46067,45791
46069,50469
46071,38582
46073,45494
46075,44491
46077,48628
46079,50089
46081,42927
46083,78360
46085,40874
46087,49638
46089,38211
46091,47765
46093,51427
46095,32164
46097,46311
46099,48932
46101,51945
46103,49033
46105,38695
46107,47805
46109,40759
46111,44800
46115,48823
46117,54512
46119,56221
46121,28943
46123,41905
46125,52447
46127,64772
46129,40622
46135,48284
46137,30856
47001,41038
47003,41726
47005,33560
47007,32591
47009,46100
47011,39821
47013,32895
47015,39262
47017,35591
47019,33094
47021,51557
47023,40064
47025,33022
47027,29052
47029,30141
47031,41328
47033,35838
47035,39522
47037,44864
47039,37167
47041,35688
47043,43501
47045,38121
47047,52163
47049,28388
47051,42066
47053,35807
47055,38251
47057,35278
47059,34964
47061,27915
47063,36787
47065,47369
47067,25301
47069,32556
47071,35154
47073,36318
47075,32614
47077,36983
47079,35892
47081,36356
47083,37311
47085,42056
47087,32013
47089,39970
47091,30020
47093,46325
47095,26445
47097,31672
47099,36536
47101,35062
47103,42178
47105,49616
47107,37502
47109,33110
47111,35341
47113,42488
47115,39170
47117,41455
47119,43346
47121,36361
47123,37850
47125,48267
47127,47091
47129,36170
47131,38718
47133,33220
47135,31493
47137,32023
47139,36595
47141,34060
47143,40682
47145,41499
47147,54065
47149,53566
47151,29556
47153,38695
47155,42490
47157,44382
47159,42927
47161,41685
47163,38647
47165,55100
47167,51246
47169,41823
47171,36786
47173,33866
47175,35201
47177,33576
47179,42371
47181,32016
47183,37595
47185,34534
47187,93003
47189,57676
48001,41530
48003,57690
48005,39747
48007,40883
48009,55459
48011,50040
48013,44828
48015,51448
48017,38504
48019,48492
48021,50024
48023,33164
48025,39070
48027,48391
48029,49651
48031,52668
48033,58489
48035,40763
48037,40574
48039,64883
48041,40064
48043,39235
48045,35983
48047,26857
48049,43303
48051,43561
48053,49685
48055,42963
48057,44736
48059,41874
48061,31080
48063,37232
48065,53302
48067,36172
48069,40710
48071,73031
48073,35202
48075,34731
48077,51960
48079,35652
48081,37891
48083,32231
48085,81992
48087,35484
48089,40702
48091,59081
48093,36522
48095,37147
48097,51473
48099,46132
48101,30660
48103,55599
48105,46713
48107,36492
48109,31430
48111,40312
48113,47343
48115,36312
48117,39481
48119,37515
48121,71338
48123,40515
48125,32829
48127,33342
48129,35081
48131,33223
48133,37916
48135,49784
48137,34388
48139,58016
48141,40092
48143,38636
48145,34388
48147,43183
48149,46907
48151,38963
48153,34503
48155,32041
48157,86037
48159,40892
48161,45402
48163,32276
48165,46659
48167,59588
48169,39988
48171,51132
48173,55394
48175,46400
48177,36006
48179,43131
48181,46127
48183,43321
48185,42674
48187,62141
48189,40118
48191,28656
48193,37386
48195,51038
48197,34601
48199,52318
48201,51298
48203,44958
48205,61498
48207,31505
48209,55819
48211,60499
48213,38017
48215,33393
48217,37610
48219,46010
48221,56591
48223,40228
48225,33650
48227,42256
48229,30043
48231,42821
48233,50752
48235,57551
48237,44064
48239,45363
48241,39219
48243,43065
48245,41207
48247,34546
48249,43696
48251,56659
48253,38066
48255,37292
48257,55044
48259,68975
48261,36236
48263,38627
48265,40919
48267,38378
48269,53263
48271,38870
48273,39237
48275,33182
48277,37943
48279,34505
48281,48442
48283,32001
48285,41606
48287,49906
48289,42201
48291,48441
48293,36496
48295,51003
48297,44573
48299,44316
48301,41252
48303,41555
48305,34852
48307,36483
48309,40855
48311,49866
48313,36579
48315,33330
48317,47358
48319,42128
48321,40860
48323,31313
48325,51345
48327,31608
48329,61268
48331,38715
48333,39396
48335,37395
48337,45996
48339,65874
48341,47445
48343,35294
48345,36772
48347,35183
48349,40624
48351,35830
48353,34941
48355,48066
48357,55700
48359,49048
48361,49238
48363,40817
48365,50916
48367,63720
48369,44256
48371,42378
48373,40254
48375,35754
48377,32861
48379,41349
48381,56716
48383,56680
48385,33598
48387,33153
48389,34431
48391,40970
48393,60857
48395,39771
48397,85164
48399,35593
48401,44478
48403,35805
48405,31714
48407,42160
48409,48287
48411,37107
48413,47322
48415,49340
48417,48779
48419,37122
48421,46196
48423,46305
48425,52988
48427,23358
48429,40805
48431,51059
48433,39054
48435,60695
48437,37076
48439,56030
48441,43181
48443,37395
48445,34928
48447,41149
48449,39312
48451,43393
48453,57293
48455,33771
48457,39255
48459,43356
48461,49846
48463,32920
48465,39864
48467,42563
48469,49012
48471,38024
48473,47015
48475,46047
48477,45657
48479,35974
48481,40716
48483,47012
48485,43791
48487,37304
48489,29225
48491,71272
48493,61103
48495,48727
48497,53927
48499,45466
48501,55063
48503,43248
48505,33462
48507,25157
49001,46309
49003,53830
49005,47609
49007,47214
49009,50911
49011,69019
49013,57945
49015,51819
49017,41786
49019,42702
49021,41804
49023,51823
49025,43128
49027,48472
49029,75348
49031,36403
49033,53643
49035,58743
49037,38329
49039,43921
49041,45243
49043,84672
49045,61927
49047,60419
49049,58167
49051,62014
49053,45305
49055,40185
49057,54169
50001,55120
50003,48306
50005,42558
50007,62374
50009,35207
50011,53436
50013,54915
50015,49256
50017,49747
50019,40764
50021,45168
50023,56710
50025,49098
50027,50094
51001,36957
51003,70813
51005,44530
51007,49714
51009,43791
51011,43814
51013,99255
51015,49773
51017,44524
51019,56910
51021,42843
51023,60943
51025,34621
51027,32848
51029,34415
51031,41193
51033,54336
51035,32777
51036,47828
51037,32873
51041,70371
51043,67922
51045,38268
51047,59609
51049,36988
51051,35147
51053,51131
51057,42012
51059,106690
51061,82957
51063,42211
51065,63307
51067,43427
51069,64027
51071,44365
51073,57173
51075,81707
51077,32611
51079,59718
51081,36996
51083,36203
51085,74660
51087,58723
51089,34232
51091,37501
51093,64606
51095,78396
51097,45090
51099,75861
51101,62005
51103,47769
51105,30606
51107,118934
51109,54836
51111,33618
51113,51094
51115,57051
51117,37435
51119,48066
51121,42307
51125,47234
51127,68862
51131,32138
51133,47143
51135,36818
51137,58673
51139,41300
51141,33818
51143,42236
51145,73639
51147,37636
51149,62475
51153,93011
51155,42502
51157,58276
51159,41190
51161,58550
51163,46909
51165,51137
51167,35912
51169,36566
51171,48677
51173,36235
51175,43846
51177,77298
51179,95927
51181,50425
51183,36901
51185,34760
51187,58632
51191,43155
51193,45051
51195,35800
51197,38533
51199,75316
51510,80942
51520,31973
51530,36289
51540,41031
51550,64950
51570,51664
51580,36566
51590,30588
51595,32225
51600,86963
51610,121250
51620,36078
51630,47297
51640,33191
51650,47206
51660,35489
51670,39315
51678,40250
51680,37402
51683,65307
51685,68970
51690,29550
51700,46794
51710,41880
51720,33234
51730,33280
51735,84177
51740,41699
51750,37440
51760,37933
51770,37800
51775,47760
51790,40379
51800,61778
51810,61523
51820,43883
51830,44256
51840,42305
53001,43939
53003,42364
53005,58361
53007,45730
53009,43482
53011,56087
53013,41834
53015,47714
53017,48308
53019,36321
53021,52829
53023,46927
53025,45050
53027,41823
53029,56459
53031,47398
53033,68944
53035,59354
53037,43649
53039,46001
53041,42993
53043,46603
53045,48539
53047,38537
53049,37774
53051,40304
53053,57542
53055,51224
53057,52886
53059,53669
53061,67068
53063,47531
53065,39948
53067,58556
53069,49346
53071,45225
53073,51509
53075,32276
53077,43428
54001,32940
54003,52672
54005,39194
54007,33280
54009,40044
54011,36048
54013,32922
54015,32885
54017,34753
54019,33445
54021,32912
54023,38029
54025,36248
54027,34896
54029,37025
54031,38171
54033,41221
54035,39352
54037,62924
54039,45813
54041,37345
54043,34023
54045,33542
54047,25246
54049,40638
54051,42395
54053,36730
54055,34688
54057,38673
54059,32736
54061,41503
54063,36798
54065,41087
54067,38681
54069,37973
54071,36824
54073,42935
54075,30826
54077,40431
54079,55172
54081,40199
54083,36951
54085,36554
54087,30819
54089,29352
54091,39665
54093,35423
54095,37826
54097,44593
54099,37705
54101,27382
54103,37759
54105,36999
54107,42065
54109,32880
55001,42241
55003,39134
55005,42676
55007,44487
55009,51100
55011,48009
55013,37336
55015,69658
55017,49867
55019,43133
55021,55986
55023,41968
55025,60119
55027,51602
55029,48055
55031,43573
55033,47214
55035,47895
55037,44666
55039,53548
55041,39167
55043,46503
55045,55154
55047,46751
55049,52754
55051,39130
55053,43776
55055,54141
55057,44670
55059,54196
55061,55361
55063,48129
55065,46348
55067,44103
55069,48766
55071,49160
55073,52725
55075,43064
55077,43423
55078,33925
55079,42434
55081,45790
55083,52156
55085,44621
55087,58058
55089,76289
55091,48108
55093,60321
55095,50026
55097,46725
55099,41344
55101,52164
55103,43632
55105,46926
55107,37414
55109,69436
55111,52591
55113,40228
55115,44213
55117,52589
55119,43124
55121,48566
55123,43823
55125,39025
55127,51298
55129,41666
55131,66616
55133,72656
55135,51503
55137,42791
55139,51740
55141,46027
56001,39248
56003,46118
56005,80327
56007,53780
56009,63808
56011,53781
56013,47906
56015,42045
56017,42596
56019,51903
56021,53999
56023,60817
56025,54402
56027,43712
56029,51003
56031,45435
56033,50310
56035,68509
56037,64747
56039,66592
56041,61057
56043,49533
56045,53665
